object_id,provenience,creator,date_made,materials,description,length,width
6481,United States of America | Arizona,unknown,unknown,Wood | Paint | Feather | Cloth | Metal,"Wooden Katsina doll. The face is painted blue with a horizontal band of multicolored squares over the mouth. The hair is painted black and shreds of yellow cloth are attached to the top of the head. The body is painted black and yellow and a kilt is painted around the waist. One arm is broken off. This is likely a variation of the Long Haired (Angak'china) Katsina. (Colton, H. 1959 #127, Wright, B., 1973 #172)",unknown,unknown
6482,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Small plate fragment with ""[IRONST]ONE CHINA, ...ANKHURST & CO., HA..."" on it",5.71 cm,3.49 cm
6483,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Plate fragment with ""IRONSTONE CHINA, W & R. CORN, BURSLEM"" on it",25.08 cm,21.59 cm
6484,Northeast,unknown,unknown,Buckskin | Ceramic | Muslin | Cotton,"Man's shirt. Black, buckskin, collar lined with muslin, small china white buttons with tiny stars, opening faced with embroidered ribbon.",77 cm,unknown
6485,China (uncertain) | Japan (uncertain),unknown,Emperor Huizong,unknown,Obv. 建文通寶 Jian Wen Tong Bao. Rev. Plain. Unusual coin. Most likely a forgery or Japanese fabrication.,unknown,unknown
6486,United States of America | North Dakota | Missouri River,unknown,unknown,Tooth | Pigment | Glass,"Animal teeth painted red, strung between china white beads.",34.5 cm,4.3 cm
6487,Bahrain | Ras Qala'a,unknown,post 1500,Ceramic,Green on off-white; Bluish or greenish glazed china; Ming?,unknown,unknown
6488,Bahrain | Ras Qala'a,unknown,post 1500 CE,Porcelain,a-b: Plain blue exterior white china; Ming?,unknown,unknown
6489,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Small plate fragment with ""ROYAL IRONST[ONE] CHINA, ANCHOR POTTERY"" on it. Possibly a saucer",6.99 cm,7.62 cm
6490,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Small plate fragment with ""…L IRONSTONE CHINA, ANCHOR POTTERY"" on it. Possibly a saucer",6.35 cm,6.99 cm
6491,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Plate fragment with ""IRONSTONE CHINA"" in a triangular seal, and ""POWELL & BIS[HOP]"" underneath",6.67 cm,4.45 cm
6492,China (uncertain),unknown,unknown,Agalmatolite,"Agalmatolite.  A Chinese figure. (Sommerville 1889)    Chinese, Case MM.",unknown,unknown
6493,China (uncertain) | Thailand (uncertain),unknown,unknown,Ceramic,Small white jar with underglaze blue lotus (?) design. Inside and base unglazed. Three imperfections or spurs in glaze near base.,7.3 cm,4.1 cm
6494,India | Taiwan (uncertain),unknown,19th Century,Cotton | Button,"Jacket. Dark blue cotton with red and blue hems, and red bands on sleeves. White (china) buttons yellow and green braiding trim the jacket.",160 cm,60 cm
6495,China (uncertain),unknown,unknown,Wood,Mold used for rice cake or some other confection. Dark colored rectangular wood block with concave carved four shallow impressions: two birds facing two dogs.,unknown,unknown
6496,Vietnam,unknown,18th Century - 1891,Wood | Lacquer,"Lo Kang or Luopan (羅盤). Geomancer's compass.  Wood, lacqered with gilt lettering. The label on the underside reads: ""ANNAM-TONKIN COLLECTION TH. CHESNAY. No. 9023. China.""",unknown,unknown
6497,China (uncertain),unknown,unknown,Silk,"Not actual official square; for bridal or funeral robe; moon in place of sun. Technically interesting with satin stitch-straight and appliqueed); Peking knot, chain stitch (trunk of tree), split stitch (waves), etc.",unknown,27.5 cm
6498,China (uncertain),unknown,unknown,Silk,"Not actual official square; for bridal or funeral robe; moon in place of sun. Technically interesting with satin stitch-straight and appliqueed); Peking knot, chain stitch (trunk of tree), split stitch (waves), etc.",unknown,26.5 cm
6499,Bahrain | Ras Qala'a,unknown,17th century - 18th century,Ceramic,Painted blue (and green-brown) on bluish white china,unknown,unknown
6500,China (uncertain),unknown,unknown,Ceramic,"Miniature beige colored ceramic modelled figure of old man seated on a rock with wide-brimmed hat, long white beard with whiskers and a pot at his hip.",unknown,5 cm
6501,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Larger plate fragment with ""…CHINA, [CO]XON & CO."" on it. 23 is stamped on the bottom.",17.14 cm,18.41 cm
6502,United States of America | New Mexico,unknown,unknown,Wood | Paint | Feather | Yarn | Cloth | Hide | Hair | Metal | Mollusk Shell | Pitch (uncertain) | Chalk (uncertain),"Wooden Zuni Katsina doll with movable arms. The face is painted green with rectangular eyes. The mouth is a horizontal band of multicolored rectangles with a beard made of hair hanging below. Hair is also attached to the top of the head. A painted, cloth kilt is worn around the waist. Leather moccasins painted blue and red are worn over the feet. A rectangular object is attached to the back, possibly chalk. This figure is the Long Haired Katsina (Angak'china). (Colton, H. 1959 #127, Wright, B., 1973 #172)",unknown,unknown
6503,Japan,Katada Chojiro 片田長治郞,1894,Paper | Ink,"Woodblock print of naval battle from Sino-Japanese War of 1894-5. At the right side of the page, a Japanese cruiser with long prow, canon and flag dispatches several smaller boats full of marines to board a Chinese warship, at left.  In the upper right hand corner the inscription gives the title:  ""Japan and China:  Great Naval Battle"" and in the opposite corner is the name of the publisher,  Katada Chojiro.  Triptych with three sheets of paper glued together.",71 cm,38 cm
6504,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,"Not an actual Chinese official square. See 52-23-101 and 52-23-102. This rather coarse counted stitch is characteristic of Chinese provincial folk embroidery, found also in Annam.",unknown,28.5 cm
6505,North China (uncertain) | Mongolia (uncertain),unknown,19th Century - 20th Century,Bronze | Gilt,"A Tibetan goddess called ""The Green Tara"" in the form of a gilt on bronze figure seated on a lotus plinth.",unknown,unknown
6506,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,"Not an actual Chinese official square. See 52-23-101 and 52-23-102. This rather coarse counted stitch is characteristic of Chinese provincial folk embroidery, found also in Annam.",unknown,29 cm
6507,Europe,unknown,1900-1981,Jadeite,"A jadeite jade corn-shaped bottle with matching jadeite stopper. Traditional China did not have corn, and the means of hollowing is non-Chinese. Only the stopper might be old.",unknown,unknown
6508,China (uncertain),unknown,10th Century - 1950,Ceramic,"Ceramic tile with single Chinese character.  Surface painted blue, character raised and painted red.",unknown,30 cm
6509,Borneo | Sarawak,unknown,unknown,Rattan | Peel,"For porcelain. Round openwork holder for hanging, on the wall of the long-house, "" the few but valuable china plates used only on feast-days."" (The Home-Life of Borneo Head-Hunters). Woven rattan.",unknown,unknown
6510,China (uncertain),unknown,unknown,Wood | Metal,Mold used for rice cake or some other confection. Dark wood block with handle. Concave carved design of lotus flower pod. Eyehole screw in top of handle.,unknown,unknown
6511,Europe,unknown,1900-1981,Jadeite,"A jadeite jade corn-shaped bottle with matching jadeite stopper. Traditional China did not have corn, and the means of hollowing is non-Chinese. Only the stopper might be old.",unknown,unknown
6512,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6513,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6514,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6515,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6516,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6517,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses,unknown,unknown
6518,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses,unknown,unknown
6519,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6520,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses,unknown,unknown
6521,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6522,China (uncertain),unknown,unknown,Wood | Cloth | Paper | Gesso | Paint,Toy soldier; One bag with five human figures; one vial of detached pieces; one bag with four figures; two horses.,unknown,unknown
6523,United States of America | Alaska,unknown,unknown,Spruce Root | Grass | maidenhair fern,"Cylindrical basket with slightly expanding sides. Made of split roots of the spruce tree, fine weave, natural color. Decorated with upper and lower bands of straw false embroidery in two ""wave"" patterns (or blue and white China pattern per Teri Rofkar) overlaying one another in brown. A central band is made up of pairs of single ""tree shadow"" patterns pointing in opposite directions woven using skip stitch weaving. Natural Indian dyes.",unknown,14 cm
6524,Ethiopia,unknown,unknown,Brass,"Forehead ornament. Sheet of copper bent into two tubes which are filled with gum[?], into the ends of which are inserted rounded bits of china. The tubes are ornamented with bands of fine horizontal lines, zigzags, and chevrons.",11 cm,7 cm
6525,Ethiopia,unknown,unknown,Brass,"Forehead ornament. Sheet of brass bent into two tubes which are filled with gum[?], into the ends of which are inserted rounded bits of china. The tubes are ornamented with bands of fine horizontal lines, zigzags, and chevrons.",10 cm,6 cm
6526,Japan (uncertain) | China (uncertain),unknown,unknown,Bronze,"E-sen 絵銭 (picture coin). Koma sen 駒銭, gaming piece. Or possibly a horse coin (馬錢) for Da ma (打馬), the Chinese board game ""Driving the Horses"".  Obv. 午 Uma (Horse). Rev. Plain.",unknown,unknown
