object_id,title,link,image,object_type,current_location,culture,provenience,creator,date_made,section,materials,technique,description,length,width,credit_line
48-2-7,Charm,https://www.penn.museum/collections/object/347658,https://www.penn.museum/collections/assets/300/309715.jpg,,Collections Storage,,China,,,Asian,,,Magic Coin. Round with square hole and seal script inscription. Obverse: 五行大布 wu xing da bu (large coin of the five elements). Reverse: Celestial phoenix and terrestrial dragon.,,,"Gift of Elise Biddle (Mrs. Harald) Paumgarten, 1948, 1948"
29-127-2892,Coin,https://www.penn.museum/collections/object/287144,https://www.penn.museum/collections/assets/300/355288.jpg,,Collections Storage,Chinese,China,,Emperor Shizu,Asian,Bronze,,Obv. 順治通寶 Shun Zhi Tong Bao. Rev. 一厘 Yi li (One li [of silver]) left. 户 Hu right. Mint: The Board of Revenue. 1653 - 1657 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3340,Coin,https://www.penn.museum/collections/object/320097,https://www.penn.museum/collections/assets/300/357839.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo chuwan left and right. Vertical crescent above. Mint: Chengdu, Sichuan. The Board of Revenue type. 1855 - 1861 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3569,Spade Coin,https://www.penn.museum/collections/object/17984,https://www.penn.museum/collections/assets/300/438327.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Bronze,,"Flat handled, square-foot spade coin. Obv. 慮虎 Lu Hu / 先虞 Xian Yu. Rev. Plain. State: Zhao 趙. Location: probably 陝西延安市東.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-2899,Coin,https://www.penn.museum/collections/object/68097,https://www.penn.museum/collections/assets/300/355322.jpg,,Collections Storage,Chinese,China,,Emperor Shizu,Asian,Bronze,,Obv. 順治通寶 Shun Zhi Tong Bao. Rev. 一厘 Yi li (One li [of silver]) left. 工 Gong right. Mint: The Board of Works. 1653 - 1657 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3037,Coin,https://www.penn.museum/collections/object/65376,https://www.penn.museum/collections/assets/300/355510.jpg,,Collections Storage,Chinese,China,,Emperor Shizu,Asian,Bronze,,"Obv. 順治通寶 Shun Zhi Tong Bao. Rev. 一厘 Yi li (One li [of silver]) left. 雲 Yun right. Mint: Yunnan-fu (Kunming), Yunnan. 1653 - 1657 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3356,Coin,https://www.penn.museum/collections/object/45167,https://www.penn.museum/collections/assets/300/358062.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo chuwan left and right. 當十 Dang Shi (Value Ten) above and below. Mint: Chengdu, Sichuan. 1853 - 1854 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3388,Coin,https://www.penn.museum/collections/object/41314,https://www.penn.museum/collections/assets/300/358242.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo de left and right. 當十 Dang Shi (Value Ten) above and below. Mint: Chengde, Zhili. 1854 - 1855 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3328,Coin,https://www.penn.museum/collections/object/35782,https://www.penn.museum/collections/assets/300/357772.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo chuwan left and right. Circle above. Mint: Chengdu, Sichuan. The Board of Revenue type. 1855 - 1861 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3669,Coin,https://www.penn.museum/collections/object/496926,https://www.penn.museum/collections/assets/300/367127.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Copper,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo chang left and right. 當五十 Dang Wushi (Value Fifty) above and below. Mint: Nanchang, Jiangxi. 1855 - 1860 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3653,Coin,https://www.penn.museum/collections/object/496910,https://www.penn.museum/collections/assets/300/367062.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Copper,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo chuwan left and right. 當五十 Dang Wushi (Value Fifty) above and below. Mint: Chengdu, Sichuan. 1854 - 1855 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3639,Charm,https://www.penn.museum/collections/object/496861,https://www.penn.museum/collections/assets/300/367001.jpg,,Collections Storage,Chinese,China,,,Asian,Copper,,"Obv. 狀元及第 Zhuang Yuan Ji Di, ""(May you be) the first rank at the examination for the Hanlin Academy"". Rev. 福 Fu ""Happiness"".  Deer, symbolic of rank, below.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3640,Coin,https://www.penn.museum/collections/object/496498,https://www.penn.museum/collections/assets/300/367006.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Copper,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo u left and right. 當五十 Dang Wushi (Value Fifty) above and below. Mint: Wuchang, Hubei. 1854 - 1856 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3338,Coin,https://www.penn.museum/collections/object/256358,https://www.penn.museum/collections/assets/300/357829.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo kiyan left and right. Mint: Guiyang and Dading, Guizhou. The Board of Revenue type. 1851 - 1854 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3568,Spade Coin,https://www.penn.museum/collections/object/255429,https://www.penn.museum/collections/assets/300/438323.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Bronze,,"Flat handled, square-foot spade coin. Obv. 壤陰 Rang Yin / 襄陰 Xiang Yin. Rev. Plain. State: Zhao 趙. Location: 其具地望待考. (估計在呼市東部一帶).",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-2898,Coin,https://www.penn.museum/collections/object/246125,https://www.penn.museum/collections/assets/300/355318.jpg,,Collections Storage,Chinese,China,,Emperor Shizu,Asian,Bronze,,"Obv. 順治通寶 Shun Zhi Tong Bao. Rev. 一厘 Yi li (One li [of silver]) left. 臨 Lin right. Mint: Linqing garrison, Shandong. 1653 - 1657 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3376,Coin,https://www.penn.museum/collections/object/164849,https://www.penn.museum/collections/assets/300/358175.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo fu left and right. 一十 Yi Shi (Ten [cash]) above and below. Mint: Fuzhou, Fujian. 1853 - 1855 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3382,Coin,https://www.penn.museum/collections/object/155627,https://www.penn.museum/collections/assets/300/358209.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo je left and right. 當十 Dang Shi (Value Ten) above and below. Mint: Hangzhou, Zhejiang. 1855 - 1858 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3564,Spade Coin,https://www.penn.museum/collections/object/154095,https://www.penn.museum/collections/assets/300/438595.jpg,,Collections Storage,Chinese,China,,400 - 300 BCE,Asian,Bronze,,"Flat handled, arched foot spade coin. Obv. 京(?)一釿 Jing(?) Yi Jin (Jing one jin). State: Liang 梁 or Han 韓. Rare.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3336,Coin,https://www.penn.museum/collections/object/149558,https://www.penn.museum/collections/assets/300/357818.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo yun left and right. Circle below. Mint: Yunnan province. The Board of Revenue type. 1854 - 1861 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3555,Spade Coin,https://www.penn.museum/collections/object/274565,https://www.penn.museum/collections/assets/300/438498.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Bronze,,"Flat handled, pointed foot spade coin. Obv. 榆即 Yu Ji. Rev. Plain. State: Han 韓. Location: Probably 山西榆（即）次北，前248年入秦.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3319,Coin,https://www.penn.museum/collections/object/261060,https://www.penn.museum/collections/assets/300/357727.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo jyi left and right. Mint: Baoding and others, Zhili. Board of Revenue Type A. 1851 - 1853 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3311,Coin,https://www.penn.museum/collections/object/194104,https://www.penn.museum/collections/assets/300/357683.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo chang left and right. 當十 Dang Shi (Value Ten) above and below. Mint: Nanchang, Jiangsu. 1855 - 1860 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3324,Coin,https://www.penn.museum/collections/object/193901,https://www.penn.museum/collections/assets/300/357752.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo shan left and right. Dot above? Mint: Xi'an, Shaanxi. The Board of Revenue type. 1851 - 1853 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3560,Spade Coin,https://www.penn.museum/collections/object/192585,https://www.penn.museum/collections/assets/300/438295.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Bronze,,"Flat handled, square-foot spade coin. Obv. 平陽(阳) Ping Yang (?). Rev. Plain.  State of Liang or Zhao. Inscription is largely illegible.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3559,Spade Coin,https://www.penn.museum/collections/object/192584,https://www.penn.museum/collections/assets/300/438291.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Bronze,,Round foot spade coin with single hole in handle (圓首圓肩圓足布). Obv. 離石 Li Shi. Rev. Plain. State: Probably  Zhao 趙. Location: 在今山西離石縣附近.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3341A,Coin,https://www.penn.museum/collections/object/107019,https://www.penn.museum/collections/assets/300/357844.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo yun left and right. Circle above. Mint: Yunnan province. The Board of Revenue type. 1854 - 1861 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3350,Coin,https://www.penn.museum/collections/object/88480,https://www.penn.museum/collections/assets/300/357912.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo kiyan left and right. Mint: Guiyang and Dading, Guizhou. The Board of Revenue type. 1851 - 1854 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3418,Coin,https://www.penn.museum/collections/object/87057,https://www.penn.museum/collections/assets/300/358401.jpg,,Collections Storage,Chinese,China,,Emperor Muzong,Asian,Bronze,,"Obv. 同治通寶 Tong Zhi Tong Bao. Rev. Boo yun left and right. Vertical line below. Mint: Yunnan province. Vertical line below is unusual, it should be above.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3584,Spade Coin,https://www.penn.museum/collections/object/7123,https://www.penn.museum/collections/assets/300/438347.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Bronze,,"Flat handled, square-foot spade coin. Obv. 中邑 Zhong Yi or 中都 Zhong Du. Rev. Plain. State: Zhao 趙. Location: probably 山西平遙縣西北.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-2503,Coin,https://www.penn.museum/collections/object/581,https://www.penn.museum/collections/assets/300/352541.jpg,,Collections Storage,Chinese,China,,Emperor Zhezong,Asian,,,"Obv. 元祐通寶 Yuan You Tong Bao (clockwise). Running script (1086 - 1093 CE). Rev. 陝 Shan. Mint: Shanzhou inspectorate, Henan. From 1093 CE. Rare.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
38-20-2A,Bowl,https://www.penn.museum/collections/object/54095,https://www.penn.museum/collections/assets/300/176970.jpg,,Collections Storage,Chinese,China,,Tang Dynasty,Asian,Silver | Gold,Niello,Bowl with lid (38-20-2B).  Solid silver with floral pattern in gold niello.  Shallow bowl with ring base and rounded sides which are divided by ridges (interior) into five vertical panels.,,,"Purchased from Ralph Chait, 1938"
89-13-381,Jarlet,https://www.penn.museum/collections/object/234064,https://www.penn.museum/collections/assets/300/701895.jpg,,Collections Storage,Chinese,China,,10 Century,Asian,Ceramic,Celadon,"Small jarlet with unglazed raised foot rim. Green glaze with molded design of dragon and waves. Probably Song Dynasty, 10th century.",,8 cm,"Gift of the Estate of Elizabeth Lyons, Keeper of the Asian Collections, University Museum, 1989"
97-122-359,Compass,https://www.penn.museum/collections/object/40475,https://www.penn.museum/collections/assets/300/756056.jpg,,Collections Storage,Chinese,China,,,Asian,Wood,,Luopan (羅盤). Chinese characters in thirteen concentric bands around a small central section which bears the needle. The back side has an inscription with auspicious symbols surrounding it: 御懐中紅粉,,,"Gift of the Academy of Natural Sciences of Philadelphia, 1997"
64-8-4A,Bottle (uncertain),https://www.penn.museum/collections/object/354248,https://www.penn.museum/collections/assets/300/707908.jpg,,Collections Storage,Chinese,China,,Kangxi,Asian,Ceramic,,"Double gourd-shaped, decorated with double asters and formal foliage in brilliant blue on a white background. Perfect condition (1914). Bottom has four character mark of 宣德年製 (Made in the Xuande Period).",,,"Gift of Mrs. Samuel Rotan, 1964"
29-96-823B,Theatrical Headdress,https://www.penn.museum/collections/object/34300,https://www.penn.museum/collections/assets/300/603229.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Velvet | Paper | Metal,,Back of theatrical headdress. Black velvet base decorated with gold.  Decoration for the back of the head inlaid with colored glass.  Two smaller gold pieces inlaid with green glass project above the head.,13 cm,19 cm,"Bequest of Maxwell Sommerville, 1904"
88-10-48B,Lid,https://www.penn.museum/collections/object/352720,https://www.penn.museum/collections/assets/300/701378.jpg,,Collections Storage,Chinese,China,,Kangxi,Asian,Ceramic,,Round cushion shape with fitted halves (A and B) with peachbloom glaze with prized green fleckings. Interior white glaze. Recessed base with white glaze has six character mark of Kangxi. Unglazed footrim and mouth. Ivory stand.,,,"Bequest of Robert C. Alexander, 1988"
29-127-3337,Coin,https://www.penn.museum/collections/object/339722,https://www.penn.museum/collections/assets/300/357824.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐通寶 Xian Feng Tong Bao (?). Rev. Boo chuwan (?) left and right. Mint: Chengdu, Sichuan. The Board of Revenue type. 1855 - 1861 CE. Almost illegible.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3447,Coin,https://www.penn.museum/collections/object/298407,https://www.penn.museum/collections/assets/300/358580.jpg,,Collections Storage,Chinese,China,,Emperor Dezong,Asian,Bronze,,Obv. 光緒通寶 Guang Xu Tong Bao. Rev. Boo chiowan left and right. 當十 Dang Shi (Value Ten) above and below. Mint: The Board of Revenue. 1875 - 1878 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3459,Coin,https://www.penn.museum/collections/object/227441,https://www.penn.museum/collections/assets/300/358764.jpg,,Collections Storage,Chinese,China,,Emperor Dezong,Asian,Bronze,,Obv. 光緒通寶 Guang Xu Tong Bao. Rev. Boo yuwan left and right. 當十 Dang Shi (Value Ten) above and below. Mint: The Board of Works. 1875 - 1880 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3272,Coin,https://www.penn.museum/collections/object/33247,https://www.penn.museum/collections/assets/300/357353.jpg,,Collections Storage,Chinese,China,,Emperor Xuanzong,Asian,Bronze,,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo kiyan left and right. 大 Da above (for Dading mint) or 六 Liu (six). Mint: Guizhou province. 1825 - 1850 CE.,,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3329,Coin,https://www.penn.museum/collections/object/26760,https://www.penn.museum/collections/assets/300/357778.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo gui left and right. 當十 Dang Shi ( Value Ten) above and below. Mint: Guilin, Guangxi. 1853 - 1854 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
29-127-3299,Coin,https://www.penn.museum/collections/object/14719,https://www.penn.museum/collections/assets/300/357614.jpg,,Collections Storage,Chinese,China,,Emperor Wenzong,Asian,Bronze,,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo gung left and right. 當五 Dang Wu ( Value Five) above and below. Mint: Gongchang, Gansu. 1854 - 1861 CE.",,,"Purchased from Rev. Edward W. Thwing; subscription of Robert C. H. Brock, 1902"
